device_id,timestamp,kwh,location
E-005,2025-10-17T23:00:00+00:00,0.883,CLUJ-D
E-005,2025-10-18T00:00:00+00:00,1.214,CLUJ-D
E-005,2025-10-18T01:00:00+00:00,1.158,CLUJ-D
E-005,2025-10-18T02:00:00+00:00,1.062,CLUJ-D
E-005,2025-10-18T03:00:00+00:00,0.705,CLUJ-D
E-005,2025-10-18T04:00:00+00:00,0.972,CLUJ-D
E-005,2025-10-18T05:00:00+00:00,1.014,CLUJ-D
E-005,2025-10-18T06:00:00+00:00,0.76,CLUJ-D
E-005,2025-10-18T07:00:00+00:00,0.726,CLUJ-D
E-005,2025-10-18T08:00:00+00:00,1.241,CLUJ-D
E-005,2025-10-18T09:00:00+00:00,0.84,CLUJ-D
E-005,2025-10-18T10:00:00+00:00,1.223,CLUJ-D
E-005,2025-10-18T11:00:00+00:00,1.099,CLUJ-D
E-005,2025-10-18T12:00:00+00:00,0.982,CLUJ-D
E-005,2025-10-18T13:00:00+00:00,0.991,CLUJ-D
E-005,2025-10-18T14:00:00+00:00,0.62,CLUJ-D
E-005,2025-10-18T15:00:00+00:00,0.941,CLUJ-D
E-005,2025-10-18T16:00:00+00:00,1.183,CLUJ-D
E-005,2025-10-18T17:00:00+00:00,1.036,CLUJ-D
E-005,2025-10-18T18:00:00+00:00,0.931,CLUJ-D
E-005,2025-10-18T19:00:00+00:00,1.242,CLUJ-D
E-005,2025-10-18T20:00:00+00:00,0.863,CLUJ-D
E-005,2025-10-18T21:00:00+00:00,0.776,CLUJ-D
E-005,2025-10-18T22:00:00+00:00,0.931,CLUJ-D
E-005,2025-10-18T23:00:00+00:00,1.053,CLUJ-D
E-005,2025-10-19T00:00:00+00:00,0.556,CLUJ-D
E-005,2025-10-19T01:00:00+00:00,0.957,CLUJ-D
E-005,2025-10-19T02:00:00+00:00,1.062,CLUJ-D
E-005,2025-10-19T03:00:00+00:00,0.846,CLUJ-D
E-005,2025-10-19T04:00:00+00:00,1.121,CLUJ-D
E-005,2025-10-19T05:00:00+00:00,1.028,CLUJ-D
E-005,2025-10-19T06:00:00+00:00,1.328,CLUJ-D
E-005,2025-10-19T07:00:00+00:00,0.75,CLUJ-D
E-005,2025-10-19T08:00:00+00:00,1.066,CLUJ-D
E-005,2025-10-19T09:00:00+00:00,0.697,CLUJ-D
E-005,2025-10-19T10:00:00+00:00,0.577,CLUJ-D
E-005,2025-10-19T11:00:00+00:00,0.493,CLUJ-D
E-005,2025-10-19T12:00:00+00:00,1.008,CLUJ-D
E-005,2025-10-19T13:00:00+00:00,0.937,CLUJ-D
E-005,2025-10-19T14:00:00+00:00,0.804,CLUJ-D
E-005,2025-10-19T15:00:00+00:00,0.545,CLUJ-D
E-005,2025-10-19T16:00:00+00:00,0.762,CLUJ-D
E-005,2025-10-19T17:00:00+00:00,0.901,CLUJ-D
E-005,2025-10-19T18:00:00+00:00,1.059,CLUJ-D
E-005,2025-10-19T19:00:00+00:00,0.897,CLUJ-D
E-005,2025-10-19T20:00:00+00:00,0.95,CLUJ-D
E-005,2025-10-19T21:00:00+00:00,0.825,CLUJ-D
E-005,2025-10-19T22:00:00+00:00,1.25,CLUJ-D
E-005,2025-10-19T23:00:00+00:00,0.696,CLUJ-D
E-005,2025-10-20T00:00:00+00:00,0.76,CLUJ-D
E-005,2025-10-20T01:00:00+00:00,0.802,CLUJ-D
E-005,2025-10-20T02:00:00+00:00,1.009,CLUJ-D
E-005,2025-10-20T03:00:00+00:00,0.692,CLUJ-D
E-005,2025-10-20T04:00:00+00:00,0.927,CLUJ-D
E-005,2025-10-20T05:00:00+00:00,0.933,CLUJ-D
E-005,2025-10-20T06:00:00+00:00,0.761,CLUJ-D
E-005,2025-10-20T07:00:00+00:00,0.966,CLUJ-D
E-005,2025-10-20T08:00:00+00:00,0.698,CLUJ-D
E-005,2025-10-20T09:00:00+00:00,0.677,CLUJ-D
E-005,2025-10-20T10:00:00+00:00,0.92,CLUJ-D
E-005,2025-10-20T11:00:00+00:00,0.568,CLUJ-D
E-005,2025-10-20T12:00:00+00:00,0.471,CLUJ-D
E-005,2025-10-20T13:00:00+00:00,1.007,CLUJ-D
E-005,2025-10-20T14:00:00+00:00,1.11,CLUJ-D
E-005,2025-10-20T15:00:00+00:00,0.807,CLUJ-D
E-005,2025-10-20T16:00:00+00:00,0.766,CLUJ-D
E-005,2025-10-20T17:00:00+00:00,1.101,CLUJ-D
E-005,2025-10-20T18:00:00+00:00,0.671,CLUJ-D
E-005,2025-10-20T19:00:00+00:00,0.627,CLUJ-D
E-005,2025-10-20T20:00:00+00:00,1.042,CLUJ-D
E-005,2025-10-20T21:00:00+00:00,0.902,CLUJ-D
E-005,2025-10-20T22:00:00+00:00,1.113,CLUJ-D
E-005,2025-10-20T23:00:00+00:00,0.472,CLUJ-D
E-005,2025-10-21T00:00:00+00:00,0.62,CLUJ-D
E-005,2025-10-21T01:00:00+00:00,0.903,CLUJ-D
E-005,2025-10-21T02:00:00+00:00,0.984,CLUJ-D
E-005,2025-10-21T03:00:00+00:00,1.069,CLUJ-D
E-005,2025-10-21T04:00:00+00:00,0.935,CLUJ-D
E-005,2025-10-21T05:00:00+00:00,0.933,CLUJ-D
E-005,2025-10-21T06:00:00+00:00,0.822,CLUJ-D
E-005,2025-10-21T07:00:00+00:00,1.218,CLUJ-D
E-005,2025-10-21T08:00:00+00:00,0.679,CLUJ-D
E-005,2025-10-21T09:00:00+00:00,0.972,CLUJ-D
E-005,2025-10-21T10:00:00+00:00,0.702,CLUJ-D
E-005,2025-10-21T11:00:00+00:00,1.007,CLUJ-D
E-005,2025-10-21T12:00:00+00:00,0.693,CLUJ-D
E-005,2025-10-21T13:00:00+00:00,1.049,CLUJ-D
E-005,2025-10-21T14:00:00+00:00,0.922,CLUJ-D
E-005,2025-10-21T15:00:00+00:00,1.249,CLUJ-D
E-005,2025-10-21T16:00:00+00:00,0.844,CLUJ-D
E-005,2025-10-21T17:00:00+00:00,0.985,CLUJ-D
E-005,2025-10-21T18:00:00+00:00,0.744,CLUJ-D
E-005,2025-10-21T19:00:00+00:00,0.842,CLUJ-D
E-006,2025-10-01T00:00:00+00:00,0.849,CLUJ-A
E-006,2025-10-01T01:00:00+00:00,0.832,CLUJ-A
E-006,2025-10-01T02:00:00+00:00,0.72,CLUJ-A
E-006,2025-10-01T03:00:00+00:00,0.798,CLUJ-A
E-006,2025-10-01T04:00:00+00:00,0.737,CLUJ-A
E-006,2025-10-01T05:00:00+00:00,0.72,CLUJ-A
E-006,2025-10-01T06:00:00+00:00,1.14,CLUJ-A
E-006,2025-10-01T07:00:00+00:00,0.742,CLUJ-A
E-006,2025-10-01T08:00:00+00:00,0.952,CLUJ-A
E-006,2025-10-01T09:00:00+00:00,0.908,CLUJ-A
E-006,2025-10-01T10:00:00+00:00,1.2,CLUJ-A
E-006,2025-10-01T11:00:00+00:00,0.799,CLUJ-A
E-006,2025-10-01T12:00:00+00:00,0.976,CLUJ-A
E-006,2025-10-01T13:00:00+00:00,1.058,CLUJ-A
E-006,2025-10-01T14:00:00+00:00,1.198,CLUJ-A
E-006,2025-10-01T15:00:00+00:00,0.796,CLUJ-A
E-006,2025-10-01T16:00:00+00:00,0.776,CLUJ-A
E-006,2025-10-01T17:00:00+00:00,0.688,CLUJ-A
E-006,2025-10-01T18:00:00+00:00,1.347,CLUJ-A
E-006,2025-10-01T19:00:00+00:00,1.177,CLUJ-A
E-006,2025-10-01T20:00:00+00:00,0.892,CLUJ-A
E-006,2025-10-01T21:00:00+00:00,1.286,CLUJ-A
E-006,2025-10-01T22:00:00+00:00,0.88,CLUJ-A
E-006,2025-10-01T23:00:00+00:00,1.045,CLUJ-A
E-006,2025-10-02T00:00:00+00:00,0.902,CLUJ-A
E-006,2025-10-02T01:00:00+00:00,0.98,CLUJ-A
E-006,2025-10-02T02:00:00+00:00,0.958,CLUJ-A
E-006,2025-10-02T03:00:00+00:00,0.815,CLUJ-A
E-006,2025-10-02T04:00:00+00:00,1.118,CLUJ-A
E-006,2025-10-02T05:00:00+00:00,1.043,CLUJ-A
E-006,2025-10-02T06:00:00+00:00,1.106,CLUJ-A
E-006,2025-10-02T07:00:00+00:00,0.964,CLUJ-A
E-006,2025-10-02T08:00:00+00:00,0.719,CLUJ-A
E-006,2025-10-02T09:00:00+00:00,1.242,CLUJ-A
E-006,2025-10-02T10:00:00+00:00,0.847,CLUJ-A
E-006,2025-10-02T11:00:00+00:00,0.973,CLUJ-A
E-006,2025-10-02T12:00:00+00:00,1.027,CLUJ-A
E-006,2025-10-02T13:00:00+00:00,0.971,CLUJ-A
E-006,2025-10-02T14:00:00+00:00,1.083,CLUJ-A
E-006,2025-10-02T15:00:00+00:00,1.115,CLUJ-A
E-006,2025-10-02T16:00:00+00:00,0.855,CLUJ-A
E-006,2025-10-02T17:00:00+00:00,1.225,CLUJ-A
E-006,2025-10-02T18:00:00+00:00,0.847,CLUJ-A
E-006,2025-10-02T19:00:00+00:00,0.967,CLUJ-A
E-006,2025-10-02T20:00:00+00:00,0.822,CLUJ-A
E-006,2025-10-02T21:00:00+00:00,0.765,CLUJ-A
E-006,2025-10-02T22:00:00+00:00,1.109,CLUJ-A
E-006,2025-10-02T23:00:00+00:00,1.524,CLUJ-A
E-006,2025-10-03T00:00:00+00:00,0.828,CLUJ-A
E-006,2025-10-03T01:00:00+00:00,1.143,CLUJ-A
E-006,2025-10-03T02:00:00+00:00,0.835,CLUJ-A
E-006,2025-10-03T03:00:00+00:00,0.898,CLUJ-A
E-006,2025-10-03T04:00:00+00:00,1.252,CLUJ-A
E-006,2025-10-03T05:00:00+00:00,0.685,CLUJ-A
E-006,2025-10-03T06:00:00+00:00,0.632,CLUJ-A
E-006,2025-10-03T07:00:00+00:00,0.883,CLUJ-A
E-006,2025-10-03T08:00:00+00:00,1.033,CLUJ-A
E-006,2025-10-03T09:00:00+00:00,0.993,CLUJ-A
E-006,2025-10-03T10:00:00+00:00,0.972,CLUJ-A
E-006,2025-10-03T11:00:00+00:00,0.907,CLUJ-A
E-006,2025-10-03T12:00:00+00:00,1.057,CLUJ-A
E-006,2025-10-03T13:00:00+00:00,0.317,CLUJ-A
E-006,2025-10-03T14:00:00+00:00,0.75,CLUJ-A
E-006,2025-10-03T15:00:00+00:00,0.881,CLUJ-A
E-006,2025-10-03T16:00:00+00:00,1.041,CLUJ-A
E-006,2025-10-03T17:00:00+00:00,1.198,CLUJ-A
E-006,2025-10-03T18:00:00+00:00,0.723,CLUJ-A
E-006,2025-10-03T19:00:00+00:00,1.191,CLUJ-A
E-006,2025-10-03T20:00:00+00:00,0.809,CLUJ-A
E-006,2025-10-03T21:00:00+00:00,0.874,CLUJ-A
E-006,2025-10-03T22:00:00+00:00,1.016,CLUJ-A
E-006,2025-10-03T23:00:00+00:00,0.859,CLUJ-A
E-006,2025-10-04T00:00:00+00:00,1.122,CLUJ-A
E-006,2025-10-04T01:00:00+00:00,0.819,CLUJ-A
E-006,2025-10-04T02:00:00+00:00,0.822,CLUJ-A
E-006,2025-10-04T03:00:00+00:00,1.11,CLUJ-A
E-006,2025-10-04T04:00:00+00:00,0.747,CLUJ-A
E-006,2025-10-04T05:00:00+00:00,0.95,CLUJ-A
E-006,2025-10-04T06:00:00+00:00,0.568,CLUJ-A
E-006,2025-10-04T07:00:00+00:00,1.264,CLUJ-A
E-006,2025-10-04T08:00:00+00:00,1.141,CLUJ-A
E-006,2025-10-04T09:00:00+00:00,1.45,CLUJ-A
E-006,2025-10-04T10:00:00+00:00,1.168,CLUJ-A
E-006,2025-10-04T11:00:00+00:00,0.674,CLUJ-A
E-006,2025-10-04T12:00:00+00:00,1.034,CLUJ-A
E-006,2025-10-04T13:00:00+00:00,0.716,CLUJ-A
E-006,2025-10-04T14:00:00+00:00,1.216,CLUJ-A
E-006,2025-10-04T15:00:00+00:00,0.68,CLUJ-A
E-006,2025-10-04T16:00:00+00:00,0.67,CLUJ-A
E-006,2025-10-04T17:00:00+00:00,0.578,CLUJ-A
E-006,2025-10-04T18:00:00+00:00,0.802,CLUJ-A
E-006,2025-10-04T19:00:00+00:00,0.762,CLUJ-A
E-006,2025-10-04T20:00:00+00:00,0.648,CLUJ-A
E-006,2025-10-04T21:00:00+00:00,1.298,CLUJ-A
E-006,2025-10-04T22:00:00+00:00,1.006,CLUJ-A
E-006,2025-10-04T23:00:00+00:00,0.982,CLUJ-A
E-006,2025-10-05T00:00:00+00:00,1.218,CLUJ-A
E-006,2025-10-05T01:00:00+00:00,0.951,CLUJ-A
E-006,2025-10-05T02:00:00+00:00,0.75,CLUJ-A
E-006,2025-10-05T03:00:00+00:00,0.56,CLUJ-A
E-006,2025-10-05T04:00:00+00:00,0.739,CLUJ-A
E-006,2025-10-05T05:00:00+00:00,1.201,CLUJ-A
E-006,2025-10-05T06:00:00+00:00,0.649,CLUJ-A
E-006,2025-10-05T07:00:00+00:00,0.971,CLUJ-A
E-006,2025-10-05T08:00:00+00:00,1.107,CLUJ-A
E-006,2025-10-05T09:00:00+00:00,0.957,CLUJ-A
E-006,2025-10-05T10:00:00+00:00,0.98,CLUJ-A
E-006,2025-10-05T11:00:00+00:00,1.031,CLUJ-A
E-006,2025-10-05T12:00:00+00:00,0.976,CLUJ-A
E-006,2025-10-05T13:00:00+00:00,1.222,CLUJ-A
E-006,2025-10-05T14:00:00+00:00,0.692,CLUJ-A
E-006,2025-10-05T15:00:00+00:00,0.948,CLUJ-A
E-006,2025-10-05T16:00:00+00:00,0.536,CLUJ-A
E-006,2025-10-05T17:00:00+00:00,0.485,CLUJ-A
E-006,2025-10-05T18:00:00+00:00,0.884,CLUJ-A
E-006,2025-10-05T19:00:00+00:00,1.009,CLUJ-A
E-006,2025-10-05T20:00:00+00:00,1.226,CLUJ-A
E-006,2025-10-05T21:00:00+00:00,1.384,CLUJ-A
E-006,2025-10-05T22:00:00+00:00,1.164,CLUJ-A
E-006,2025-10-05T23:00:00+00:00,1.045,CLUJ-A
E-006,2025-10-06T00:00:00+00:00,0.932,CLUJ-A
E-006,2025-10-06T01:00:00+00:00,0.594,CLUJ-A
E-006,2025-10-06T02:00:00+00:00,0.871,CLUJ-A
E-006,2025-10-06T03:00:00+00:00,1.158,CLUJ-A
E-006,2025-10-06T04:00:00+00:00,1.08,CLUJ-A
E-006,2025-10-06T05:00:00+00:00,0.643,CLUJ-A
E-006,2025-10-06T06:00:00+00:00,1.023,CLUJ-A
E-006,2025-10-06T07:00:00+00:00,1.006,CLUJ-A
E-006,2025-10-06T08:00:00+00:00,0.97,CLUJ-A
E-006,2025-10-06T09:00:00+00:00,0.894,CLUJ-A
E-006,2025-10-06T10:00:00+00:00,1.033,CLUJ-A
E-006,2025-10-06T11:00:00+00:00,1.039,CLUJ-A
E-006,2025-10-06T12:00:00+00:00,0.772,CLUJ-A
E-006,2025-10-06T13:00:00+00:00,0.991,CLUJ-A
E-006,2025-10-06T14:00:00+00:00,0.862,CLUJ-A
E-006,2025-10-06T15:00:00+00:00,0.603,CLUJ-A
E-006,2025-10-06T16:00:00+00:00,0.788,CLUJ-A
E-006,2025-10-06T17:00:00+00:00,0.587,CLUJ-A
E-006,2025-10-06T18:00:00+00:00,1.096,CLUJ-A
E-006,2025-10-06T19:00:00+00:00,0.971,CLUJ-A
E-006,2025-10-06T20:00:00+00:00,0.829,CLUJ-A
E-006,2025-10-06T21:00:00+00:00,1.184,CLUJ-A
E-006,2025-10-06T22:00:00+00:00,0.914,CLUJ-A
E-006,2025-10-06T23:00:00+00:00,0.614,CLUJ-A
E-006,2025-10-07T00:00:00+00:00,0.812,CLUJ-A
E-006,2025-10-07T01:00:00+00:00,1.227,CLUJ-A
E-006,2025-10-07T02:00:00+00:00,0.766,CLUJ-A
E-006,2025-10-07T03:00:00+00:00,0.955,CLUJ-A
E-006,2025-10-07T04:00:00+00:00,1.049,CLUJ-A
E-006,2025-10-07T05:00:00+00:00,1.018,CLUJ-A
E-006,2025-10-07T06:00:00+00:00,1.39,CLUJ-A
E-006,2025-10-07T07:00:00+00:00,0.665,CLUJ-A
E-006,2025-10-07T08:00:00+00:00,0.685,CLUJ-A
E-006,2025-10-07T09:00:00+00:00,0.668,CLUJ-A
E-006,2025-10-07T10:00:00+00:00,0.841,CLUJ-A
E-006,2025-10-07T11:00:00+00:00,1.12,CLUJ-A
E-006,2025-10-07T12:00:00+00:00,0.694,CLUJ-A
E-006,2025-10-07T13:00:00+00:00,1.123,CLUJ-A
E-006,2025-10-07T14:00:00+00:00,0.907,CLUJ-A
E-006,2025-10-07T15:00:00+00:00,0.678,CLUJ-A
E-006,2025-10-07T16:00:00+00:00,0.55,CLUJ-A
E-006,2025-10-07T17:00:00+00:00,0.594,CLUJ-A
E-006,2025-10-07T18:00:00+00:00,0.767,CLUJ-A
E-006,2025-10-07T19:00:00+00:00,0.866,CLUJ-A
E-006,2025-10-07T20:00:00+00:00,1.169,CLUJ-A
E-006,2025-10-07T21:00:00+00:00,1.06,CLUJ-A
E-006,2025-10-07T22:00:00+00:00,0.732,CLUJ-A
E-006,2025-10-07T23:00:00+00:00,0.982,CLUJ-A
E-006,2025-10-08T00:00:00+00:00,1.23,CLUJ-A
E-006,2025-10-08T01:00:00+00:00,1.275,CLUJ-A
E-006,2025-10-08T02:00:00+00:00,0.837,CLUJ-A
E-006,2025-10-08T03:00:00+00:00,1.092,CLUJ-A
E-006,2025-10-08T04:00:00+00:00,1.178,CLUJ-A
E-006,2025-10-08T05:00:00+00:00,0.599,CLUJ-A
E-006,2025-10-08T06:00:00+00:00,0.798,CLUJ-A
E-006,2025-10-08T07:00:00+00:00,1.344,CLUJ-A
E-006,2025-10-08T08:00:00+00:00,0.84,CLUJ-A
E-006,2025-10-08T09:00:00+00:00,0.314,CLUJ-A
E-006,2025-10-08T10:00:00+00:00,0.876,CLUJ-A
E-006,2025-10-08T11:00:00+00:00,1.125,CLUJ-A
E-006,2025-10-08T12:00:00+00:00,0.901,CLUJ-A
E-006,2025-10-08T13:00:00+00:00,1.043,CLUJ-A
E-006,2025-10-08T14:00:00+00:00,1.088,CLUJ-A
E-006,2025-10-08T15:00:00+00:00,0.829,CLUJ-A
E-006,2025-10-08T16:00:00+00:00,0.796,CLUJ-A
E-006,2025-10-08T17:00:00+00:00,0.931,CLUJ-A
E-006,2025-10-08T18:00:00+00:00,0.936,CLUJ-A
E-006,2025-10-08T19:00:00+00:00,0.911,CLUJ-A
E-006,2025-10-08T20:00:00+00:00,0.919,CLUJ-A
E-006,2025-10-08T21:00:00+00:00,0.75,CLUJ-A
E-006,2025-10-08T22:00:00+00:00,1.05,CLUJ-A
E-006,2025-10-08T23:00:00+00:00,1.02,CLUJ-A
E-006,2025-10-09T00:00:00+00:00,0.633,CLUJ-A
E-006,2025-10-09T01:00:00+00:00,0.822,CLUJ-A
E-006,2025-10-09T02:00:00+00:00,0.919,CLUJ-A
E-006,2025-10-09T03:00:00+00:00,0.793,CLUJ-A
E-006,2025-10-09T04:00:00+00:00,1.027,CLUJ-A
E-006,2025-10-09T05:00:00+00:00,0.887,CLUJ-A
E-006,2025-10-09T06:00:00+00:00,0.934,CLUJ-A
E-006,2025-10-09T07:00:00+00:00,0.82,CLUJ-A
E-006,2025-10-09T08:00:00+00:00,0.501,CLUJ-A
E-006,2025-10-09T09:00:00+00:00,0.49,CLUJ-A
E-006,2025-10-09T10:00:00+00:00,1.018,CLUJ-A
E-006,2025-10-09T11:00:00+00:00,0.953,CLUJ-A
E-006,2025-10-09T12:00:00+00:00,0.988,CLUJ-A
E-006,2025-10-09T13:00:00+00:00,0.927,CLUJ-A
E-006,2025-10-09T14:00:00+00:00,0.943,CLUJ-A
E-006,2025-10-09T15:00:00+00:00,1.094,CLUJ-A
E-006,2025-10-09T16:00:00+00:00,0.989,CLUJ-A
E-006,2025-10-09T17:00:00+00:00,1.108,CLUJ-A
E-006,2025-10-09T18:00:00+00:00,0.934,CLUJ-A
E-006,2025-10-09T19:00:00+00:00,0.84,CLUJ-A
E-006,2025-10-09T20:00:00+00:00,0.939,CLUJ-A
E-006,2025-10-09T21:00:00+00:00,0.733,CLUJ-A
E-006,2025-10-09T22:00:00+00:00,0.824,CLUJ-A
E-006,2025-10-09T23:00:00+00:00,0.936,CLUJ-A
E-006,2025-10-10T00:00:00+00:00,0.933,CLUJ-A
E-006,2025-10-10T01:00:00+00:00,0.879,CLUJ-A
E-006,2025-10-10T02:00:00+00:00,0.622,CLUJ-A
E-006,2025-10-10T03:00:00+00:00,1.027,CLUJ-A
E-006,2025-10-10T04:00:00+00:00,1.067,CLUJ-A
E-006,2025-10-10T05:00:00+00:00,1.229,CLUJ-A
E-006,2025-10-10T06:00:00+00:00,0.988,CLUJ-A
E-006,2025-10-10T07:00:00+00:00,0.9,CLUJ-A
E-006,2025-10-10T08:00:00+00:00,0.697,CLUJ-A
E-006,2025-10-10T09:00:00+00:00,1.198,CLUJ-A
E-006,2025-10-10T10:00:00+00:00,0.95,CLUJ-A
E-006,2025-10-10T11:00:00+00:00,0.939,CLUJ-A
E-006,2025-10-10T12:00:00+00:00,0.849,CLUJ-A
E-006,2025-10-10T13:00:00+00:00,0.836,CLUJ-A
E-006,2025-10-10T14:00:00+00:00,1.038,CLUJ-A
E-006,2025-10-10T15:00:00+00:00,0.696,CLUJ-A
E-006,2025-10-10T16:00:00+00:00,1.225,CLUJ-A
E-006,2025-10-10T17:00:00+00:00,1.182,CLUJ-A
E-006,2025-10-10T18:00:00+00:00,0.829,CLUJ-A
E-006,2025-10-10T19:00:00+00:00,0.727,CLUJ-A
E-006,2025-10-10T20:00:00+00:00,0.497,CLUJ-A
E-006,2025-10-10T21:00:00+00:00,0.65,CLUJ-A
E-006,2025-10-10T22:00:00+00:00,1.046,CLUJ-A
E-006,2025-10-10T23:00:00+00:00,0.963,CLUJ-A
E-006,2025-10-11T00:00:00+00:00,0.999,CLUJ-A
E-006,2025-10-11T01:00:00+00:00,0.531,CLUJ-A
E-006,2025-10-11T02:00:00+00:00,0.821,CLUJ-A
E-006,2025-10-11T03:00:00+00:00,1.173,CLUJ-A
E-006,2025-10-11T04:00:00+00:00,0.881,CLUJ-A
E-006,2025-10-11T05:00:00+00:00,0.646,CLUJ-A
E-006,2025-10-11T06:00:00+00:00,0.878,CLUJ-A
E-006,2025-10-11T07:00:00+00:00,0.746,CLUJ-A
E-006,2025-10-11T08:00:00+00:00,0.967,CLUJ-A
E-006,2025-10-11T09:00:00+00:00,0.904,CLUJ-A
E-006,2025-10-11T10:00:00+00:00,1.009,CLUJ-A
E-006,2025-10-11T11:00:00+00:00,0.656,CLUJ-A
E-006,2025-10-11T12:00:00+00:00,0.81,CLUJ-A
E-006,2025-10-11T13:00:00+00:00,1.118,CLUJ-A
E-006,2025-10-11T14:00:00+00:00,0.629,CLUJ-A
E-006,2025-10-11T15:00:00+00:00,0.699,CLUJ-A
E-006,2025-10-11T16:00:00+00:00,0.94,CLUJ-A
E-006,2025-10-11T17:00:00+00:00,0.957,CLUJ-A
E-006,2025-10-11T18:00:00+00:00,0.802,CLUJ-A
E-006,2025-10-11T19:00:00+00:00,0.844,CLUJ-A
E-006,2025-10-11T20:00:00+00:00,1.007,CLUJ-A
E-006,2025-10-11T21:00:00+00:00,1.07,CLUJ-A
E-006,2025-10-11T22:00:00+00:00,0.686,CLUJ-A
E-006,2025-10-11T23:00:00+00:00,0.973,CLUJ-A
E-006,2025-10-12T00:00:00+00:00,1.202,CLUJ-A
E-006,2025-10-12T01:00:00+00:00,0.877,CLUJ-A
E-006,2025-10-12T02:00:00+00:00,0.684,CLUJ-A
E-006,2025-10-12T03:00:00+00:00,0.675,CLUJ-A
E-006,2025-10-12T04:00:00+00:00,0.868,CLUJ-A
E-006,2025-10-12T05:00:00+00:00,1.107,CLUJ-A
E-006,2025-10-12T06:00:00+00:00,0.892,CLUJ-A
E-006,2025-10-12T07:00:00+00:00,0.938,CLUJ-A
E-006,2025-10-12T08:00:00+00:00,0.701,CLUJ-A
E-006,2025-10-12T09:00:00+00:00,1.097,CLUJ-A
E-006,2025-10-12T10:00:00+00:00,0.671,CLUJ-A
E-006,2025-10-12T11:00:00+00:00,0.799,CLUJ-A
E-006,2025-10-12T12:00:00+00:00,1.026,CLUJ-A
E-006,2025-10-12T13:00:00+00:00,0.492,CLUJ-A
E-006,2025-10-12T14:00:00+00:00,0.935,CLUJ-A
E-006,2025-10-12T15:00:00+00:00,0.692,CLUJ-A
E-006,2025-10-12T16:00:00+00:00,0.903,CLUJ-A
E-006,2025-10-12T17:00:00+00:00,0.83,CLUJ-A
E-006,2025-10-12T18:00:00+00:00,1.321,CLUJ-A
E-006,2025-10-12T19:00:00+00:00,0.821,CLUJ-A
E-006,2025-10-12T20:00:00+00:00,1.269,CLUJ-A
E-006,2025-10-12T21:00:00+00:00,1.017,CLUJ-A
E-006,2025-10-12T22:00:00+00:00,0.74,CLUJ-A
E-006,2025-10-12T23:00:00+00:00,0.966,CLUJ-A
E-006,2025-10-13T00:00:00+00:00,0.839,CLUJ-A
E-006,2025-10-13T01:00:00+00:00,0.948,CLUJ-A
E-006,2025-10-13T02:00:00+00:00,0.757,CLUJ-A
E-006,2025-10-13T03:00:00+00:00,1.238,CLUJ-A
E-006,2025-10-13T04:00:00+00:00,1.085,CLUJ-A
E-006,2025-10-13T05:00:00+00:00,0.906,CLUJ-A
E-006,2025-10-13T06:00:00+00:00,1.246,CLUJ-A
E-006,2025-10-13T07:00:00+00:00,0.915,CLUJ-A
E-006,2025-10-13T08:00:00+00:00,1.12,CLUJ-A
E-006,2025-10-13T09:00:00+00:00,0.908,CLUJ-A
E-006,2025-10-13T10:00:00+00:00,0.979,CLUJ-A
E-006,2025-10-13T11:00:00+00:00,0.884,CLUJ-A
E-006,2025-10-13T12:00:00+00:00,0.919,CLUJ-A
E-006,2025-10-13T13:00:00+00:00,0.934,CLUJ-A
E-006,2025-10-13T14:00:00+00:00,0.766,CLUJ-A
E-006,2025-10-13T15:00:00+00:00,0.82,CLUJ-A
E-006,2025-10-13T16:00:00+00:00,0.857,CLUJ-A
E-006,2025-10-13T17:00:00+00:00,0.946,CLUJ-A
E-006,2025-10-13T18:00:00+00:00,0.894,CLUJ-A
E-006,2025-10-13T19:00:00+00:00,1.135,CLUJ-A
E-006,2025-10-13T20:00:00+00:00,1.069,CLUJ-A
E-006,2025-10-13T21:00:00+00:00,0.861,CLUJ-A
E-006,2025-10-13T22:00:00+00:00,1.176,CLUJ-A
E-006,2025-10-13T23:00:00+00:00,1.275,CLUJ-A
E-006,2025-10-14T00:00:00+00:00,0.491,CLUJ-A
E-006,2025-10-14T01:00:00+00:00,1.086,CLUJ-A
E-006,2025-10-14T02:00:00+00:00,0.761,CLUJ-A
E-006,2025-10-14T03:00:00+00:00,1.06,CLUJ-A
E-006,2025-10-14T04:00:00+00:00,1.148,CLUJ-A
E-006,2025-10-14T05:00:00+00:00,0.725,CLUJ-A
E-006,2025-10-14T06:00:00+00:00,0.53,CLUJ-A
E-006,2025-10-14T07:00:00+00:00,1.067,CLUJ-A
E-006,2025-10-14T08:00:00+00:00,0.927,CLUJ-A
E-006,2025-10-14T09:00:00+00:00,0.566,CLUJ-A
E-006,2025-10-14T10:00:00+00:00,1.406,CLUJ-A
E-006,2025-10-14T11:00:00+00:00,1.025,CLUJ-A
E-006,2025-10-14T12:00:00+00:00,1.034,CLUJ-A
E-006,2025-10-14T13:00:00+00:00,1.173,CLUJ-A
E-006,2025-10-14T14:00:00+00:00,0.784,CLUJ-A
E-006,2025-10-14T15:00:00+00:00,0.926,CLUJ-A
E-006,2025-10-14T16:00:00+00:00,0.636,CLUJ-A
E-006,2025-10-14T17:00:00+00:00,0.778,CLUJ-A
